type,description,amount,pin,note,id,timestamp,date
Outgoing,Petrol,-200.0,0.0,Petrol,1651599761258000,2022-05-03 17:42:35.749000+00:00,03-05-2022 11:12:35 PM
Outgoing,"Food, pani poori",-50.0,0.0,Food,1651645060630000,2022-05-03 15:05:00+00:00,03-05-2022 8:35:00 PM
Outgoing,"Food, banana",-20.0,0.0,Food,1651645076582000,2022-05-03 15:00:00+00:00,03-05-2022 8:30:00 PM
Outgoing,"Food, bread",-35.0,0.0,Food,1651645128876000,2022-05-04 03:30:00+00:00,04-05-2022 9:00:00 AM
Outgoing,"Food, egg",-50.0,0.0,Food,1651645143696000,2022-05-04 04:00:00+00:00,04-05-2022 9:30:00 AM
Outgoing,Food. Bingo,-5.0,0.0,Food,1651645160714000,2022-05-04 04:05:00+00:00,04-05-2022 9:35:00 AM
Outgoing,Medicine,-99.7,0.0,Medicine,1651678408153000,2022-05-04 15:33:20.360000+00:00,04-05-2022 9:03:20 PM
Outgoing,Ramu,-0.0,0.0,Ramu,1651678459479000,2022-05-05 03:18:59.008000+00:00,05-05-2022 8:48:59 AM
Outgoing,Food,-36.0,0.0,Food,1651679255180000,2022-05-04 15:47:28.616000+00:00,04-05-2022 9:17:28 PM
Outgoing,"Food, rice flour",-40.0,0.0,Food,1651720686822000,2022-05-05 03:17:52.412000+00:00,05-05-2022 8:47:52 AM
Outgoing,Xerox,-30.0,0.0,Xerox,1651733976554000,2022-05-05 06:59:18.399000+00:00,05-05-2022 12:29:18 PM
Outgoing,Food. Mario,-160.0,0.0,Food,1651761741616000,2022-05-05 14:42:05.292000+00:00,05-05-2022 8:12:05 PM
Outgoing,Food. Pani poori,-20.0,0.0,Food,1651761754786000,2022-05-05 14:42:24.215000+00:00,05-05-2022 8:12:24 PM
Outgoing,Food. Family dinner,-919.0,0.0,Food,1651802326427000,2022-05-05 16:15:00+00:00,05-05-2022 9:45:00 PM
Outgoing,Food. Jam roll,-50.0,0.0,Food,1651808837851000,2022-05-06 03:47:05.410000+00:00,06-05-2022 9:17:05 AM
Outgoing,Food. Kallan,-60.0,0.0,Food,1651849940659000,2022-05-06 15:35:08.854000+00:00,06-05-2022 9:05:08 PM
Outgoing,Petrol,-200.0,0.0,Petrol,1651896792298000,2022-05-07 04:13:07.475000+00:00,07-05-2022 9:43:07 AM
Outgoing,ATM,-200.0,0.0,ATM,1651896798599000,2022-05-07 04:13:13.543000+00:00,07-05-2022 9:43:13 AM
Outgoing,Appa,-5000.0,0.0,Appa,1651896806549000,2022-05-07 04:13:19.773000+00:00,07-05-2022 9:43:19 AM
Outgoing,"ATM 500
Mulla 100
Jamanthi 40
White poo & marugu 40
Cement & appa 100
Pani poori 20
Ganga 200",-0.0,0.0,ATM,1651906986328000,2022-05-09 06:44:22.425000+00:00,09-05-2022 12:14:22 PM
Outgoing,Food. Mario,-290.0,0.0,Food,1651931701684000,2022-05-07 13:54:52.522000+00:00,07-05-2022 7:24:52 PM
Outgoing,"ATM 500
80 pooja
140 petrol
78 medicine
37 medicine
80 puffs
80 food",-5.0,0.0,ATM,1652078628052000,2022-05-12 03:49:57.186000+00:00,12-05-2022 9:19:57 AM
Outgoing,"Food, munthiri",-10.0,0.0,Food,1652078647790000,2022-05-09 06:43:59.191000+00:00,09-05-2022 12:13:59 PM
Outgoing,Poo,-180.0,0.0,Poo,1652078814765000,2022-05-07 05:30:00+00:00,07-05-2022 11:00:00 AM
Outgoing,Appa,-100.0,0.0,Appa,1652078885098000,2022-05-07 09:00:00+00:00,07-05-2022 2:30:00 PM
Outgoing,"Food, pani poori",-20.0,0.0,Food,1652078938985000,2022-05-07 11:30:00+00:00,07-05-2022 5:00:00 PM
Outgoing,Ganga,-200.0,0.0,Ganga,1652078974649000,2022-05-08 05:30:00+00:00,08-05-2022 11:00:00 AM
Outgoing,"ATM 100

40 curd
60 petrol",-0.0,0.0,ATM,1652088173414000,2022-05-09 10:54:40.605000+00:00,09-05-2022 4:24:40 PM
Outgoing,"Petrol
60 part
140 part",-200.0,0.0,Petrol,1652093715778000,2022-05-09 10:56:10.532000+00:00,09-05-2022 4:26:10 PM
Outgoing,Medicine,-54.0,0.0,Medicine,1652093835720000,2022-05-12 03:50:10.318000+00:00,12-05-2022 9:20:10 AM
Outgoing,"Food, Maggi and chilli",-115.0,0.0,Food,1652110407065000,2022-05-09 15:33:09.517000+00:00,09-05-2022 9:03:09 PM
Outgoing,Medicine. Apollo,-78.0,0.0,Medicine,1652110592988000,2022-05-09 15:36:06.037000+00:00,09-05-2022 9:06:06 PM
Outgoing,Medicine. Large,-37.0,0.0,Medicine,1652110604777000,2022-05-09 15:36:34.202000+00:00,09-05-2022 9:06:34 PM
Outgoing,Bday pooja,-80.0,0.0,Pooja,1652110752914000,2022-05-09 03:30:00+00:00,09-05-2022 9:00:00 AM
Outgoing,Food. Bun,-77.0,0.0,Food,1652156789001000,2022-05-10 04:26:20.811000+00:00,10-05-2022 9:56:20 AM
Outgoing,Food. Puffs,-80.0,0.0,Food,1652171373364000,2022-05-10 08:29:26.671000+00:00,10-05-2022 1:59:26 PM
Outgoing,Food,-30.0,0.0,Food,1652195854058000,2022-05-10 15:17:28.649000+00:00,10-05-2022 8:47:28 PM
Outgoing,Petrol,-200.0,0.0,Petrol,1652242737949000,2022-05-11 04:18:48.237000+00:00,11-05-2022 9:48:48 AM
Outgoing,Petrol,-200.0,0.0,Petrol,1652327153368000,2022-05-12 03:45:49.436000+00:00,12-05-2022 9:15:49 AM
Outgoing,"Food
Beef masala",-250.0,0.0,Food,1652327242865000,2022-05-11 16:00:00+00:00,11-05-2022 9:30:00 PM
Outgoing,Food. Pani poori,-30.0,0.0,Food,1652327260226000,2022-05-11 15:45:00+00:00,11-05-2022 9:15:00 PM
Outgoing,Food. Biscuits and chips,-50.0,0.0,Food,1652327276360000,2022-05-12 03:47:43.181000+00:00,12-05-2022 9:17:43 AM
Outgoing,Food,-95.0,0.0,Food,1652413492551000,2022-05-13 03:44:45.179000+00:00,13-05-2022 9:14:45 AM
Outgoing,Food,-36.0,0.0,Food,1652413901782000,2022-05-13 03:51:35.627000+00:00,13-05-2022 9:21:35 AM
Outgoing,Food,-100.0,0.0,Food,1652458802358000,2022-05-13 16:19:57.375000+00:00,13-05-2022 9:49:57 PM
Outgoing,Food,-40.0,0.0,Food,1652458807640000,2022-05-13 16:20:03.722000+00:00,13-05-2022 9:50:03 PM
